Day,Rust
277,7.16981132075469
308.966101694915,20.7547169811321
338.152542372881,44.9056603773585
370.118644067797,55.4716981132075
403.474576271187,87.9245283018868
435.440677966102,77.3584905660377
468.796610169492,32.0754716981132
500.762711864407,7.9245283018868
527.169491525424,4.15094339622641
559.135593220339,7.9245283018868
591.101694915254,15.4716981132076
625.847457627119,38.1132075471698
655.033898305085,40.3773584905661
688.389830508475,41.1320754716981
714.796610169492,47.9245283018868
750.932203389831,61.5094339622642
781.508474576271,33.5849056603774
813.474576271187,12.4528301886793
844.050847457627,3.39622641509436
877.406779661017,-0.377358490566053
907.983050847458,1.13207547169813
942.728813559322,10.188679245283
971.915254237288,16.9811320754717
1003.8813559322,29.811320754717
1037.23728813559,42.6415094339623
1066.42372881356,50.9433962264151
1101.16949152542,54.7169811320755
1131.74576271186,48.6792452830189
1165.10169491525,16.2264150943396
1195.6779661017,4.90566037735852
1224.86440677966,0.377358490566053
1262.38983050847,3.39622641509436
