Day,Rust
66.9791666666667,6.18455700123916
80.9375,7.08139714993804
101.875,12.4415272614622
129.791666666667,36.9861369268897
169.340277777778,44.1368494423792
196.09375,49.7219640644362
237.96875,18.9552354399009
263.559027777778,25.6552044609665
290.3125,20.5339993804213
303.107638888889,6.04011771995043
344.982638888889,6.50015489467162
374.0625,10.7477540272615
407.795138888889,12.5433705080545
433.385416666667,9.20616480793061
469.444444444445,3.64196096654274
498.524305555556,21.2724597273854
525.277777777778,17.0434479553903
557.847222222222,36.236446716233
590.416666666667,34.9089993804213
619.496527777778,45.625
638.107638888889,22.6572180916976
678.819444444445,24.9012546468402
699.756944444444,22.4546933085502
730,18.4498915737299
