Day,Rust
246.44660400887,0.577799009297564
254.141957966724,0.656157064368159
261.836314438728,0.656157064368159
269.535367406607,1.0250929069922
276.551091769651,2.66335668800509
284.126174794793,4.28348203034426
290.238684957044,6.4024144362115
291.683491257737,10.0028038207571
294.51709918486,12.8041042895307
297.3496784547,15.5245980140128
300.182257724541,18.2450917384949
303.016780013693,21.1182204244165
305.849130693026,23.8207570946116
309.035773799453,26.8806391451182
314.648078057682,28.1696291510294
322.349915673557,28.7573145640589
330.049259574809,29.1491048394118
335.617100901294,26.9452845405514
339.083813097129,24.5318564443772
342.550525292965,22.118428348203
346.0172374888,19.7050002520288
349.483675376027,17.2700236907102
353.301548309008,14.9679293311155
357.818464075289,12.6309469803345
360.702623160288,10.2452240536317
366.154735347268,8.10833459347748
372.064417152491,5.28368995413075
378.676345620564,2.67583593381265
386.359704811076,1.81193837665937
394.044211110316,1.03815258283728
401.734785448474,0.741044957361297
409.428684739464,0.705130848787277
417.121617716037,0.593307374363619
424.816774254816,0.656157064368159
432.891153653081,0.921368943068614
447.900217728022,0.685541335019622
455.596943228919,0.871641715812288
463.058746958276,0.91952719391098
470.987193963612,0.99244371737943
478.678225482785,0.731250200477462
486.371002602194,0.607183279949027
494.072590846607,1.1752791792108
501.778044348688,2.04701254187114
509.306568798203,2.75713241594838
517.877258150952,2.91221606660893
525.570700260927,2.84038784946088
533.20297085848,2.54224633298048
540.958415719086,2.76202979439029
548.65584777246,3.00363379752461
556.64503404635,3.26890846312817
564.760423061165,4.29001186826682
572.115833841491,5.13823781440598
579.765154173736,6.17944767881444
587.162708384856,5.75922540084039
594.851952741882,5.35764036860361
601.851130846597,5.69610363425576
607.134619436107,8.62908916780079
611.014989013753,11.2364534502747
618.069657810438,15.9340188517566
622.897685257004,18.4120923433641
625.120172791049,20.3052789239089
630.785507671979,25.7601189576087
633.266971922776,28.3728703563688
636.104008707507,31.4435266394475
638.585930139319,34.0921921467816
642.105195292757,35.8070908311911
642.840456659133,38.6173698271082
645.322035205184,41.2390997530117
650.59457915829,43.3123232934211
658.31462089092,45.3300432114888
666.033789823432,47.2791998313698
670.220113248282,46.4466454962448
673.921189494404,38.8944215218221
676.025397768871,35.4210141640204
677.739255096526,32.6825633852513
679.797964063326,29.5598316447401
681.578409805725,26.557412167952
683.570497339153,23.6960553287296
685.560449909812,20.6669853031187
687.684153688964,17.1550985432733
690.615729792706,13.9151970235395
694.955206259754,11.3765184737134
698.772210548808,9.00618730782801
701.548213668119,7.28231009627501
