Day,PP.in
304.375213461215,0.235149642160049
304.765772956219,0.168314899154193
304.74427426842,0.111027976577748
305.210079170718,0.244697462589457
305.597055551088,0.168314899154193
305.57555686329,0.111027976577748
306.041361765587,0.244697462589457
306.49761169553,0.168314899154193
306.199018809442,0.111027976577748
308.420549881938,1.04671437865973
308.391884964874,0.970331815224462
308.309473328314,0.750731945348079
308.864856096438,1.12309694209499
308.778861345244,0.893949251789199
308.75019642818,0.817566688353935
308.692866594051,0.664801561483408
308.664201676986,0.588418998048144
308.635536759922,0.512036434612881
308.606871842857,0.435653871177618
308.578206925793,0.359271307742354
308.549542008729,0.28288874430709
308.520877091664,0.206506180871827
308.4922121746,0.130123617436563
309.251832476808,1.04671437865973
309.223167559744,0.970331815224462
309.13717280855,0.741184124918672
309.696138691307,1.12309694209499
309.610143940114,0.893949251789199
309.581479023049,0.817566688353935
309.52414918892,0.664801561483408
309.495484271856,0.588418998048144
309.466819354792,0.512036434612881
309.438154437727,0.435653871177618
309.409489520663,0.359271307742354
309.380824603598,0.28288874430709
309.352159686534,0.206506180871827
309.323494769469,0.130123617436563
310.212107198468,1.39043591411841
310.183442281403,1.31405335068315
310.158360478972,1.24721860767729
310.15238862125,1.04671437865973
310.047283925347,0.951236174365647
310.037728952992,0.741184124918672
310.541753744709,1.16128822381262
310.427094076451,0.855757970071565
310.341099325258,0.626610279765774
310.312434408193,0.550227716330511
310.283769491129,0.473845152895247
310.255104574064,0.397462589459984
310.226439657,0.32108002602472
310.197774739936,0.244697462589457
310.169109822871,0.168314899154193
310.147611135073,0.111027976577748
311.036223564071,1.37134027325959
311.007558647007,1.29495770982433
310.978893729942,1.21857514638907
310.998003674652,1.08490566037736
310.892898978749,0.989427456083277
310.864234061684,0.913044892648014
310.883344006394,0.779375406636301
310.778239310491,0.683897202342223
310.950228812878,0.588418998048144
310.928730125079,0.531132075471696
311.100719627466,0.435653871177618
311.072054710402,0.359271307742354
311.043389793337,0.28288874430709
311.014724876273,0.206506180871827
310.986059959208,0.130123617436563
311.92483599307,0.416558230318802
311.896171076005,0.340175666883539
311.867506158941,0.263793103448275
311.838841241876,0.187410540013012
311.813759439445,0.120575797007156
319.869795506105,0.359271307742354
319.764690810202,0.263793103448275
320.144500961306,0.168314899154193
320.123002273508,0.111027976577748
320.646137009935,0.397462589459984
320.61747209287,0.32108002602472
320.588807175806,0.244697462589457
320.767962907459,0.168314899154193
320.74646421966,0.111027976577748
324.945874569605,0.779375406636301
324.917209652541,0.702992843201038
324.888544735476,0.626610279765774
324.859879818412,0.550227716330511
324.831214901347,0.473845152895247
324.802549984283,0.397462589459984
324.773885067218,0.32108002602472
324.745220150154,0.244697462589457
324.716555233089,0.168314899154193
324.695056545291,0.111027976577748
325.875095631112,0.855757970071565
325.769990935209,0.760279765777486
325.741326018144,0.683897202342223
325.71266110108,0.607514638906959
325.683996184015,0.531132075471696
325.655331266951,0.454749512036432
325.626666349886,0.378366948601169
325.598001432822,0.301984385165905
325.569336515757,0.225601821730642
325.540671598693,0.149219258295378
325.318518491443,0.111027976577748
326.644270905675,0.874853610930384
326.615605988611,0.79847104749512
326.586941071546,0.722088484059857
326.558276154482,0.645705920624593
326.529611237417,0.56932335718933
326.500946320353,0.492940793754066
326.472281403288,0.416558230318802
326.443616486224,0.340175666883539
326.414951569159,0.263793103448275
326.386286652095,0.187410540013012
326.361204849663,0.120575797007156
327.310730227424,0.435653871177618
327.282065310359,0.359271307742354
327.253400393295,0.28288874430709
327.224735476231,0.206506180871827
327.196070559166,0.130123617436563
328.328334783213,0.932140533506828
328.299669866148,0.855757970071565
328.271004949084,0.779375406636301
328.242340032019,0.702992843201038
328.213675114955,0.626610279765774
328.18501019789,0.550227716330511
328.156345280826,0.473845152895247
328.127680363761,0.397462589459984
328.099015446697,0.32108002602472
328.070350529632,0.244697462589457
328.041685612568,0.168314899154193
328.020186924769,0.111027976577748
328.951796729365,0.932140533506828
329.127369346385,0.846210149642157
328.894466895236,0.779375406636301
328.865801978171,0.702992843201038
329.044957709824,0.626610279765774
329.01629279276,0.550227716330511
328.987627875695,0.473845152895247
328.958962958631,0.397462589459984
328.930298041566,0.32108002602472
328.901633124502,0.244697462589457
328.872968207438,0.168314899154193
328.851469519639,0.111027976577748
329.790245553501,0.397462589459984
329.761580636436,0.32108002602472
329.732915719372,0.244697462589457
329.704250802307,0.168314899154193
329.682752114509,0.111027976577748
330.62152814837,0.397462589459984
330.592863231306,0.32108002602472
330.564198314241,0.244697462589457
330.535533397177,0.168314899154193
330.514034709378,0.111027976577748
331.925781874804,1.65777488614183
331.897116957739,1.58139232270657
331.868452040675,1.50500975927131
331.843370238243,1.43817501626545
331.814705321179,1.36179245283019
331.467143201772,0.435653871177618
331.438478284708,0.359271307742354
331.409813367643,0.28288874430709
331.381148450579,0.206506180871827
331.352483533514,0.130123617436563
332.370088089303,1.7341574495771
332.198098586916,1.27586206896552
332.169433669852,1.19947950553025
332.140768752787,1.12309694209499
332.112103835723,1.04671437865973
332.083438918658,0.970331815224462
332.054774001594,0.893949251789199
332.026109084529,0.817566688353935
331.997444167465,0.741184124918672
331.9687792504,0.664801561483408
331.940114333336,0.588418998048144
331.911449416271,0.512036434612881
332.826338019246,1.65777488614183
332.721233323343,1.56229668184776
332.692568406278,1.48591411841249
332.663903489214,1.40953155497723
332.635238572149,1.33314899154196
332.367699346214,0.435653871177618
332.262594650311,0.340175666883539
332.233929733247,0.263793103448275
332.205264816182,0.187410540013012
332.180183013751,0.120575797007156
333.084322272826,1.23767078724788
332.979217576923,1.1421925829538
332.749898240407,1.08490566037736
332.721233323343,1.00852309694209
332.692568406278,0.932140533506828
332.663903489214,0.855757970071565
332.635238572149,0.779375406636301
332.817977418435,0.712540663630445
332.57790873802,0.626610279765774
332.549243820956,0.550227716330511
333.502352313349,1.42862719583604
333.473687396285,1.35224463240078
333.184649482551,0.397462589459984
333.079544786648,0.301984385165905
333.050879869584,0.225601821730642
333.022214952519,0.149219258295378
332.80006184527,0.111027976577748
334.003988361978,1.65777488614183
333.975323444913,1.58139232270657
333.946658527849,1.50500975927131
333.860663776655,1.27586206896552
333.831998859591,1.19947950553025
333.803333942526,1.12309694209499
333.774669025462,1.04671437865973
333.746004108397,0.970331815224462
333.717339191333,0.893949251789199
333.688674274268,0.817566688353935
333.660009357204,0.741184124918672
333.63134444014,0.664801561483408
333.602679523075,0.588418998048144
333.574014606011,0.512036434612881
334.333634908219,1.42862719583604
334.304969991154,1.35224463240078
333.960990986381,0.435653871177618
333.932326069316,0.359271307742354
333.903661152252,0.28288874430709
333.874996235187,0.206506180871827
333.846331318123,0.130123617436563
334.828104727581,1.63867924528302
334.799439810517,1.56229668184776
