Day,Rust
114.421853161441,0.406394733009591
127.320209508,0.458820200822611
140.240406688252,0.62675941127447
153.475567891078,0.689974624279028
166.04602372126,0.778704411207109
177.86745896038,1.3322818086225
189.896308116751,1.95003703356444
198.075740736029,2.86488260326466
204.054988171459,3.50411788368302
210.032017922237,4.13162407638727
216.010156515341,4.76499481294857
224.001787766003,5.51282887871978
226.827467825781,6.20474032985413
230.480179254392,6.93292119210439
234.133814718274,7.66598917423553
237.794842464329,8.43815411541366
241.441085646038,9.1321251384978
245.109505674266,9.94338703872293
252.596981757612,11.409243738992
248.155125929439,10.5591641437131
258.500624830204,12.6019802539185
262.15610836463,13.3448224758114
265.809743828512,14.0778904579425
269.457835080765,14.7816357207884
275.863233582919,15.9846817314636
271.895440127229,15.2801219486376
279.866168379998,17.1567759828933
282.323178167166,17.7578917282408
284.785732165964,18.3883301928736
287.245514058946,19.0041072978638
289.702523846115,19.6052230432113
292.167849950727,20.2503228674867
298.65590640804,21.5149698606604
298.344409717818,20.900309811643
308.673892007208,20.7927931742638
317.339841997469,20.1495297223072
330.117054519816,19.5612389642834
342.901670524762,19.0121044031234
355.687294568187,18.4683012454698
368.467878419222,17.8978410702841
380.81097357076,17.2669583220258
388.087700932637,16.3181462113353
393.224967428591,15.6026718607753
397.789701670265,14.9575720364999
402.351663806124,14.2978108525819
408.745225189773,13.3413316758965
414.142169064607,12.8287426163911
422.473059865235,12.272448741951
429.385424518928,11.6499693011242
435.759481424734,11.2788739981698
456.088898064254,0.438720809603453
463.560684231773,0.296212393877159
489.923410530346,0.296212393877159
518.058898497472,0.376849871911585
547.926952598836,0.325535113162406
560.844629682893,0.480145814848243
573.782671944314,0.742465676817716
584.484164033788,1.56965620283639
592.812625941703,2.23988978649915
600.545217104478,2.85706321145527
609.449185780213,3.47265414044996
611.916395156712,4.12771438048257
615.568798573565,4.85426620277254
619.227362225563,5.61339882426834
622.882845759988,6.35624104616123
626.532785082784,7.06976054876887
630.188268617209,7.81260277066176
633.840056010548,8.53589651303114
639.175494337637,9.38493662566874
647.652535250333,10.3245823894311
654.228709471213,11.02246310842
660.805253306201,11.7222986753612
667.372187174364,12.3713081955413
673.669873965026,13.0046789321026
676.476891512433,14.0485677386573
678.992115521711,14.9575720364999
681.802876812021,15.880423174005
684.636122960607,16.9221942286114
686.73306700361,17.6845849300277
689.075188405344,18.7108801050113
691.559919250659,19.4586094467851
693.466204015957,20.2454357476058
695.564996129504,21.017600688784
697.868492856885,21.839614252747
701.442617285731,23.1849685399534
