Day,Rust
278.681948424069,0.900918423499498
284.424068767908,0.603246740924876
293.037249283668,0.564023985274863
300.69340974212,0.763154898574926
306.914040114613,0.584716977551756
314.091690544413,0.605011480293745
321.269340974212,0.625305983035732
329.404011461318,0.884068008880624
335.146131805158,1.26189301504772
355.722063037249,3.11079906639595
363.378223495702,3.48873792671588
370.555873925501,3.13154898574926
377.255014326648,4.99949714415833
383.954154727794,5.81446517011708
390.174785100286,4.68238486498795
397.830945558739,5.87489326173172
405.008595988539,5.39849902275186
412.664756446991,4.7631928499592
418.885386819484,3.96886088920093
425.58452722063,5.16131235886829
432.283667621777,6.15508833184691
440.418338108883,5.30126757623484
446.638968481375,3.69236607905273
453.816618911175,2.58021025066889
459.080229226361,2.00436440919183
467.214899713467,1.36908669993738
474.87106017192,1.09139642118446
481.570200573066,0.95272206303725
489.704871060172,1.78764302927949
495.446991404012,2.14560048577772
503.103151862464,4.07320822026984
510.280802292264,3.4974762329456
516.97994269341,4.05416611320898
524.157593123209,4.86916260270593
530.378223495702,3.26026110552382
536.598853868195,2.68447219112317
544.733524355301,2.26773752822634
551.432664756447,1.95025522305926
558.610315186246,2.03015237480787
565.309455587393,2.56697470540238
572.008595988539,1.95147915520219
581.100286532951,1.09771532666654
588.277936962751,1.05840718040191
595.45558739255,0.9197612857929
603.590257879656,0.840774967266931
613.638968481375,0.761902502893793
619.859598853868,0.742404979221617
627.515759312321,0.862065693846184
635.171919770774,1.27973965350386
642.828080229226,0.902711626406574
650.484240687679,0.724359095998028
657.661891117479,0.506243002713524
664.361031518625,0.367568644566312
671.060171919771,0.328232034763468
